post_id,external_post_id,platform_name,page_name,content_type,full_date,reach,engagement_count,engagement_rate,virality_score,caption,loaded_comment_count,positive_comment_count,sentiment_ratio
1113,2d8Ad7ttjGk,youtube,Trung Nguyên Legend,video,2023-07-28,3896,59,1.5144,0.0,"Khai trương không gian Thế Giới Cà Phê Trung Nguyên Legend thứ hai tại Thượng Hải, Trung Quốc",4,1,25.0
1193,p0NPffNaYnA,youtube,Trung Nguyên Legend,video,2022-07-28,1371,59,4.3034,0.0,CÀ PHÊ TRIẾT ĐẠO | Thomas Jefferson: “Cà phê – thức uống yêu thích của thế giới văn minh!”,3,0,0.0
1257,AiIuCXYleLo,youtube,Trung Nguyên Legend,video,2021-10-21,4089,59,1.4429,0.0,Đắc Nhân Tâm - Cẩm nang kinh điển về kết nối và thuyết phục lòng người,3,0,0.0
1248,75loJ84ovuk,youtube,Trung Nguyên Legend,video,2021-11-12,1087,58,5.3358,0.0,CÀ PHÊ TRIẾT ĐẠO | Cà phê và Sách – Công thức thịnh vượng của người Đức,7,1,14.29
567,OvckP3gy2Ao,youtube,Cong Caphe,video,2018-06-20,9006,58,0.644,0.0,CỘNG trong tim tôi | CONG CAPHE in my heart | CỘNG CAPHE,1,0,0.0
1085,qak4I6-BgWo,youtube,Trung Nguyên Legend,video,2023-12-25,7526,57,0.7574,0.0,G7 Gold – Năng lượng Thứ thiệt – Năng lượng Tỉnh thức,3,0,0.0
1063,qN7nljDJz2k,youtube,Trung Nguyên Legend,video,2024-04-01,1954,57,2.9171,0.0,"TỦ SÁCH NỀN TẢNG ĐỔI ĐỜI | Khám Phá Giá Trị Chân, Thiện, Mĩ Trong Tầm Nhìn Đương Đại",6,3,50.0
1234,8c7okqrC43I,youtube,Trung Nguyên Legend,video,2021-12-29,1512,57,3.7698,0.0,MẬT MÃ THÀNH CÔNG | Dân tộc Do Thái - Đức tin dân tộc được chọn,7,1,14.29
1217,W8XgcN5V_yQ,youtube,Trung Nguyên Legend,video,2021-12-29,1463,56,3.8278,0.0,CÀ PHÊ TRIẾT ĐẠO | Cà phê thức tỉnh nhân tình: Phong cách Ý,4,1,25.0
539,TqF4wceRrSU,youtube,Trung Nguyên Legend,video,2024-03-04,1913,56,2.9273,0.0,TỦ SÁCH NỀN TẢNG ĐỔI ĐỜI | Giải Mã Tâm Lý Của Đám Đông,4,0,0.0
1354,WqvD9ph8drc,youtube,Trung Nguyên Legend,video,2019-09-18,2389,55,2.3022,0.0,MACCHIATO,1,0,0.0
167,3AEhxB8yp5A,youtube,Highlands Coffee Vietnam,video,2019-01-30,4934,55,1.1147,0.0,"TẾT SEN VÀNG, XUÂN GIÒN CHUYỆN",1,0,0.0
1210,CCbrXJJx3nU,youtube,Trung Nguyên Legend,video,2022-02-22,1399,55,3.9314,0.0,CÀ PHÊ TRIẾT ĐẠO | Danh họa Vincent Van Gogh và những quán cà phê đi vào lịch sử,4,1,25.0
1321,lqIQzrB6BA4,youtube,Trung Nguyên Legend,video,2020-02-07,10017,55,0.5491,0.0,Hướng dẫn pha chế Nước Chanh Nóng tại nhà phòng tránh cúm Corona,3,1,33.33
1233,5khWTI5_WtY,youtube,Trung Nguyên Legend,video,2021-12-29,1408,54,3.8352,0.0,MẬT MÃ THÀNH CÔNG | Dubai - Tầm nhìn thay đổi quốc gia,3,0,0.0
587,5JWGk2JOeuo,youtube,Cheese Coffee,video,2022-11-14,1407,54,3.838,0.0,Sự đa dạng của tiếng Việt | Cheese Coffee,1,0,0.0
1201,FXnff6oDusg,youtube,Trung Nguyên Legend,video,2022-06-22,2228,54,2.4237,0.0,Nền văn minh cà phê Ottoman,0,0,
1255,GmI6XIek1Jw,youtube,Trung Nguyên Legend,video,2021-10-21,1649,54,3.2747,0.0,CÀ PHÊ TRIẾT ĐẠO | Isaac Newton và nền móng cách mạng khoa học từ hàng quán cà phê,3,0,0.0
1099,EDYKMIekZ-E,youtube,Trung Nguyên Legend,video,2023-10-21,2952,53,1.7954,0.0,"Khai trương không gian Thế Giới Cà Phê Trung Nguyên Legend - 06 Trường Sơn, Q. Tân Bình, HCM",4,0,0.0
134,oxUz3urkYZ4,youtube,Highlands Coffee Vietnam,video,2019-11-04,3175,53,1.6693,0.0,ĐẠI TIỆC HIGHLANDS COFFEE 20 NĂM - GẮN KẾT NIỀM TỰ HÀO ĐẤT VIỆT,1,0,0.0
133,GODejZ7VsO4,youtube,Highlands Coffee Vietnam,video,2019-11-04,5268,53,1.0061,0.0,ĐẠI TIỆC HIGHLANDS COFFEE 20 NĂM - GẮN KẾT NIỀM TỰ HÀO ĐẤT VIỆT,1,0,0.0
1103,bdYM63e7DLc,youtube,Trung Nguyên Legend,video,2023-10-02,1657,52,3.1382,0.0,"Ngay lúc này tại Trung Nguyên Legend Café - Bolsa (California, Mỹ)",2,0,0.0
522,4vTIt_l2XQ0,youtube,Trung Nguyên Legend,video,2024-09-06,2610,52,1.9923,0.0,✨ Pha chế Chocomint Latte cùng Trung Nguyên Legend,2,0,0.0
1334,jMRdEbDlHOM,youtube,Trung Nguyên Legend,video,2019-11-23,1945,51,2.6221,0.0,Kỷ niệm 1 năm Bảo Tàng Thế Giới Cà Phê,3,0,0.0
1320,U-lHboJEL9s,youtube,Trung Nguyên Legend,video,2020-03-07,2091,51,2.439,0.0,Ghen Cô Vy - Trung Nguyên Legend Cafe,1,0,0.0
1118,y0Pr5WAfzs0,youtube,Trung Nguyên Legend,video,2023-06-17,4595,50,1.0881,0.0,Khai trương Không gian Thế Giới Cà Phê Trung Nguyên Legend phiên bản mới 2023,4,0,0.0
1309,2Y-0C0UvgXg,youtube,Trung Nguyên Legend,video,2020-05-29,4198,50,1.191,0.0,[Hướng dẫn pha chế] Cà phê năng lượng với chuối giúp tăng cường trí nhớ,2,2,100.0
1150,jhCryj4yoPU,youtube,Trung Nguyên Legend,video,2023-03-29,1058,50,4.7259,0.0,Trung Nguyên Legend chính thức mở văn phòng đại diện tại Hàn Quốc,3,1,33.33
1177,ENZgVZiGN5c,youtube,Trung Nguyên Legend,video,2022-11-23,2759,49,1.776,0.0,G7 - 19 năm hành trình từ tinh thần Dám Thách Thức tới Thương hiệu toàn cầu,2,0,0.0
149,xFUOetCpgYs,youtube,Highlands Coffee Vietnam,video,2019-10-14,5805939,49,0.0008,0.0,Highlands Coffee - 20 Năm Gắn Kết Niềm Tự Hào Đất Việt - 30 giây,3,1,33.33
159,0qsudbBvQCw,youtube,Highlands Coffee Vietnam,video,2019-07-11,282655,48,0.017,0.0,MỪNG 300 QUÁN - TRĂM CHUYỆN ĐẬM CHẤT MỖI SÁNG TẠI HIGHLANDS COFFEE,1,0,0.0
1114,Jl2SSJqKlEw,youtube,Trung Nguyên Legend,video,2023-07-22,2452,48,1.9576,0.0,Giới trẻ Thượng Hải khám phá văn hóa Việt Nam tại không gian Thế Giới Cà Phê Trung Nguyên Legend,0,0,
1151,w9LVnUMDA0U,youtube,Trung Nguyên Legend,video,2023-03-28,2251,48,2.1324,0.0,Album: Tri Ân Những Tri Âm | Vol 1: Khát Vọng Việt Nam,4,0,0.0
1188,0A6fa6Las2o,youtube,Trung Nguyên Legend,video,2022-09-08,1303,48,3.6838,0.0,"CÀ PHÊ TRIẾT ĐẠO | Sheik Abd al Kadir: ""Cà phê dẫn lối cho những người tìm kiếm sự thông thái""",1,0,0.0
1260,h957zFxXy3U,youtube,Trung Nguyên Legend,video,2021-10-11,1449,48,3.3126,0.0,CÀ PHÊ TRIẾT ĐẠO | Trường đại học ẩn hình trong hàng quán cà phê Anh,1,1,100.0
1222,DL9FRs9Nls8,youtube,Trung Nguyên Legend,video,2021-12-29,1860,48,2.5806,0.0,MẬT MÃ THÀNH CÔNG | Đế chế Hồi giáo - Từ bộ lạc du mục trở thành đế chế hùng mạnh,1,0,0.0
18,9j2QKjS9g0U,youtube,Highlands Coffee Vietnam,video,2023-01-21,2470,48,1.9433,0.0,Tết Nhất Tới còn gì phiền lo? comment chia sẻ với Highlands nhé ❤️ #highlandscoffee,0,0,
1236,W91RE7eJ1ZY,youtube,Trung Nguyên Legend,video,2021-12-26,1217,47,3.862,0.0,CÀ PHÊ TRIẾT ĐẠO | Cà phê và giấc mơ Mỹ,2,0,0.0
1369,I53wdUF6SIE,youtube,Trung Nguyên Legend,video,2019-07-05,8095,47,0.5806,0.0,Hướng dẫn sử dụng máy tạo bọt sữa tự động Legendccino  II,7,0,0.0
98,x035CGmxGYk,youtube,Highlands Coffee Vietnam,video,2022-12-08,2057,46,2.2363,0.0,"Từ nay, Highlands Coffee® là của chúng mình #HighlandsCoffee  #HighlandsLàCủaChúngMình",0,0,
1281,MZ6wZ3JnsSQ,youtube,Trung Nguyên Legend,video,2020-10-04,4820,46,0.9544,0.0,Bí quyết tạo tác ly cà phê Trung Nguyên Legend năng lượng tuyệt hảo,2,1,50.0
1301,ED7XPVueOxI,youtube,Trung Nguyên Legend,video,2020-06-30,4663,46,0.9865,0.0,Show trình diễn 3 Nền Văn Minh Cà Phê - Teaser,3,0,0.0
1134,uJk1ER_DNBE,youtube,Trung Nguyên Legend,video,2023-05-09,1954,46,2.3541,0.0,TỦ SÁCH NỀN TẢNG ĐỔI ĐỜI | Từ mỹ học đến các loại hình nghệ thuật,1,0,0.0
1396,LmA6BKLwBDQ,youtube,Trung Nguyên Legend,video,2019-05-22,2441,46,1.8845,0.0,Hành trình Từ Trái Tim đến với Trường THPT Châu Thành (21/05/2019 - Tp. Bà Rịa),1,0,0.0
128,MRxa1wTZEDs,youtube,Highlands Coffee Vietnam,video,2019-12-10,4993643,45,0.0009,0.0,"Highlands Coffee Trà Sen Vàng Mới - Thêm Sen Bùi, Mát Ô Long",3,3,100.0
1172,uUjdGxY_bMY,youtube,Trung Nguyên Legend,video,2023-01-16,2043,45,2.2026,0.0,MẬT MÃ THÀNH CÔNG | Văn minh Hy - La: Nền tảng vững chắc của văn minh phương Tây,0,0,
1231,ps0XZGcKYf8,youtube,Trung Nguyên Legend,video,2021-12-29,1169,45,3.8494,0.0,MẬT MÃ THÀNH CÔNG | Giấc mơ Mỹ - Hiện thực hóa giấc mơ trở thành siêu cường số 1 thế giới,3,0,0.0
16,KtSDo_TsLBE,youtube,Highlands Coffee Vietnam,video,2023-03-21,3119,45,1.4428,0.0,Giờ Vàng Săn Deal 😱 Trà Sen Vàng #10k Duy nhất trên ứng dụng #highlandscoffee,0,0,
1173,xkPmuY8qahI,youtube,Trung Nguyên Legend,video,2023-01-16,2604,45,1.7281,0.0,MẬT MÃ THÀNH CÔNG | Văn minh Ai Cập - Những ảnh hưởng xuyên không gian và thời gian,2,0,0.0
556,NYJSiELhF9k,youtube,Cong Caphe,video,2019-02-27,5289,45,0.8508,0.0,CÂU CHUYỆN CỘNG | EP. 2 | CỘNG CAPHE,1,1,100.0
1196,nxrYXZC6OLY,youtube,Trung Nguyên Legend,video,2022-07-14,1170,45,3.8462,0.0,CÀ PHÊ TRIẾT ĐẠO | Cà Phê Và Tinh Thần Khuyến Học Chấn Hưng Quốc Dân Nhật,4,0,0.0
1066,ygB4tN8AbmE,youtube,Trung Nguyên Legend,video,2024-03-15,3007,44,1.4633,0.0,Trung Nguyên Legend 22 năm liên tiếp được vinh danh “Hàng Việt Nam Chất Lượng Cao”,0,0,
515,IGHnzqzwUg8,youtube,Trung Nguyên Legend,video,2024-10-15,2174,44,2.0239,0.0,CÀ PHÊ TRIẾT ĐẠO | Cà phê trong triết lý y học phương Đông,1,0,0.0
1361,nkSuM-7X9uk,youtube,Trung Nguyên Legend,video,2019-09-12,1579,44,2.7866,0.0,"Hành trình từ Trái tim đến với học sinh, thanh niên  vùng sâu – vùng xa Bình Dương, Bình Phước",1,0,0.0
174,5EP9uURhYRY,youtube,Highlands Coffee Vietnam,video,2018-09-05,5649,44,0.7789,0.0,"BIẾT TẬN HƯỞNG, UỐNG HIGHLANDS FREEZE TRÀ XANH",0,0,
1331,bVzicAcu1NI,youtube,Trung Nguyên Legend,video,2019-12-03,3115,44,1.4125,0.0,Hành Trình Từ Trái Tim đến với trường ĐH Thủ Dầu Một (Bình Dương),2,1,50.0
145,MyUrhlA0Sf8,youtube,Highlands Coffee Vietnam,video,2019-10-18,4037,44,1.0899,0.0,Highlands Coffee 20 Năm - Cảm ơn nhân viên Highlands Coffee,0,0,
1280,_djIvqVWwA0,youtube,Trung Nguyên Legend,video,2020-10-05,2769,44,1.589,0.0,CÀ PHÊ PHIN GIẤY TRUNG NGUYÊN LEGEND | Bất kỳ ai cũng có thể trở thành Barista chuyên nghiệp,3,1,33.33
1182,B62O25yJtSU,youtube,Trung Nguyên Legend,video,2022-10-05,1643,44,2.678,0.0,CÀ PHÊ TRIẾT ĐẠO | Stephen Hawking - Giải mã vũ trụ bên tách cà phê,0,0,
1183,3YnUZFdWUK0,youtube,Trung Nguyên Legend,video,2022-09-30,1604,44,2.7431,0.0,CÀ PHÊ TRIẾT ĐẠO | CÀ PHÊ VÀ KHÁT VỌNG ĐẠI HÀN – P2: Cà phê và tinh thần dám thách thức thất bại,1,0,0.0
1206,4OX6jmFq6Xk,youtube,Trung Nguyên Legend,video,2022-05-14,1176,43,3.6565,0.0,CÀ PHÊ TRIẾT ĐẠO | Đại Văn Hào Johann Wolfgang Von Goethe – Cà Phê Là Thức Uống Tuyệt Vời Nhất!,2,0,0.0
1225,qPL64H92AGw,youtube,Trung Nguyên Legend,video,2021-12-29,1635,43,2.63,0.0,MẬT MÃ THÀNH CÔNG | Đế quốc Anh - Từ một thuộc địa nhỏ trở thành Đế quốc mặt trời không bao giờ lặn,2,1,50.0
1209,DyCcW2QJTuw,youtube,Trung Nguyên Legend,video,2022-04-08,3330,43,1.2913,0.0,Teaser Show nghệ thuật Sống Tỉnh Thức,2,0,0.0
1327,lf9k8hx6N10,youtube,Trung Nguyên Legend,video,2019-12-30,1042074,43,0.0041,0.0,Đón Tết Khác Biệt – Tết Đặc Biệt #1: Chọn quà Tết gửi trọn tấm lòng cùng #TrungNguyenLegend,5,1,20.0
1104,gf4Xn5GOu9U,youtube,Trung Nguyên Legend,video,2023-09-29,1155,43,3.7229,0.0,Hương vị cà phê Robusta Buôn Ma Thuột gây ấn tượng mạnh mẽ với người yêu cà phê tại Mỹ,0,0,
1274,LNA39DjsyjI,youtube,Trung Nguyên Legend,video,2020-12-23,1674,42,2.509,0.0,Sáng tạo thức uống năng lượng đặc biệt: Legend Capuccino dừa muối hồng,5,2,40.0
1310,8h-KNrjCK3s,youtube,Trung Nguyên Legend,video,2020-05-28,4336,42,0.9686,0.0,Ra mắt Trung Nguyên Trung Nguyên - E-Coffee tại Bảo Tàng Thế Giới Cà Phê,6,1,16.67
536,o9j-pGMP_dk,youtube,Trung Nguyên Legend,video,2024-04-04,1845,42,2.2764,0.0,☕ Cà Phê Thứ Bảy Trẻ - Điểm hẹn của những tâm hồn đồng điệu,1,0,0.0
508,S-PPmiNhIts,youtube,Trung Nguyên Legend,video,2024-11-18,1309,41,3.1322,0.0,☕️Thiền Cà Phê Trung Nguyên Legend,5,1,20.0
1228,lFIiw9TorNY,youtube,Trung Nguyên Legend,video,2021-12-29,856,41,4.7897,0.0,MẬT MÃ THÀNH CÔNG | “Cỗ xe tăng Đức” - Từ đống tro tàn vươn lên cường quốc hàng đầu,3,1,33.33
1170,HY9bVqHzoBE,youtube,Trung Nguyên Legend,video,2023-02-21,1548,41,2.6486,0.0,CÀ PHÊ TRIẾT ĐẠO | Cà phê trong tiến trình phát triển cực thịnh của Đế chế Ottoman,1,0,0.0
439,_ZuQZGSGUfk,youtube,Trung Nguyên Legend,video,2026-03-24,832,41,4.9279,0.0,Hành trình Từ Trái Tim 2026,4,0,0.0
1181,GPHHsnAusa4,youtube,Trung Nguyên Legend,video,2022-10-07,1432,41,2.8631,0.0,CÀ PHÊ TRIẾT ĐẠO | Brazil từ thuộc địa trở thành cường quốc cà phê thế giới,2,1,50.0
1308,mvXLeT4_6Lk,youtube,Trung Nguyên Legend,video,2020-06-01,3354,41,1.2224,0.0,[Hướng dẫn pha chế] SPARKLING CÀ PHÊ CHANH DÂY,3,1,33.33
1295,SV84GRceECM,youtube,Trung Nguyên Legend,video,2020-08-21,5039,41,0.8137,0.0,KHÁM PHÁ CÁCH PHA CHẾ TÁCH CÀ PHÊ NĂNG LƯỢNG DRIP COFFEE BAG,2,1,50.0
1229,PsLBlhet2c4,youtube,Trung Nguyên Legend,video,2021-12-29,971,41,4.2225,0.0,"MẬT MÃ THÀNH CÔNG | Nhật Bản - Phẩm cách dân tộc với đức tin là ""Con của Thần Mặt Trời""",2,1,50.0
1098,bNAQtchqr24,youtube,Trung Nguyên Legend,video,2023-10-23,1858,41,2.2067,0.0,TỦ SÁCH NỀN TẢNG ĐỔI ĐỜI | Khám Phá Mối Quan Hệ Giữa Vật Lý Hiện Đại Và Đạo Học Phương Đông,1,1,100.0
1407,ty8KBORj9AE,youtube,Trung Nguyên Legend,video,2019-04-20,2109,40,1.8966,0.0,"Hành trình Từ Trái Tim: Á hậu, người đẹp vượt đường núi tặng sách cho thanh niên vùng cao",0,0,
524,6fh3Ts_xRSQ,youtube,Trung Nguyên Legend,video,2024-08-07,2952,40,1.355,0.0,Hướng dẫn pha chế G7 Hòa tan đen Avocado Coffee,2,0,0.0
1100,SdulNrbBG1E,youtube,Trung Nguyên Legend,video,2023-10-05,1499,40,2.6684,0.0,CÀ PHÊ TRIẾT ĐẠO | Cà Phê và Tiến Trình Phát Triển Của Triết Học,0,0,
1180,5M-8hUXqZkA,youtube,Trung Nguyên Legend,video,2022-10-24,1749,40,2.287,0.0,CÀ PHÊ TRIẾT ĐẠO | Hành trình khẳng định dấu ấn khác biệt của cà phê Colombia,0,0,
562,HA6z5tdyWAI,youtube,Cong Caphe,video,2018-10-19,8321,39,0.4687,0.0,TRÀ CAM QUẾ | CINNAMON TEA W. ORANGE | CỘNG CAPHE,1,0,0.0
1190,qpXJix92tyg,youtube,Trung Nguyên Legend,video,2022-08-18,1233,39,3.163,0.0,CÀ PHÊ TRIẾT ĐẠO | Văn hóa cà phê – Nghi thức của lòng hiếu khách ở Dubai,0,0,
1208,R89PmdyeJAg,youtube,Trung Nguyên Legend,video,2022-04-09,1298,39,3.0046,0.0,Teaser show nghệ thuật Sống Tỉnh Thức #shorts,1,0,0.0
171,-PSlIG8uhW4,youtube,Highlands Coffee Vietnam,video,2018-12-04,3246,39,1.2015,0.0,"Highlands Coffee - Tự Hào Đất Việt - nơi NHANH chẳng phải tốc độ, mà ở ĐỘ NHẠY chớp lấy thời cơ",1,0,0.0
1346,Zp_vMxceX4A,youtube,Trung Nguyên Legend,video,2019-09-23,1695,39,2.3009,0.0,Hành Trình Từ Trái Tim thắp sáng khát vọng trên đất Kiên Giang,2,1,50.0
1040,Zfl2Xf90SFQ,youtube,Trung Nguyên Legend,video,2024-07-31,1918,38,1.9812,0.0,Khai trương không gian Trung Nguyên Legend thứ 14 tại Trung Quốc 🎉,6,2,33.33
1093,ymyTnG13y0I,youtube,Trung Nguyên Legend,video,2023-11-22,1570,38,2.4204,0.0,The Tao of Coffee | Teaser | Discovery Channel Southeast Asia,0,0,
129,8kmxnCT9LM8,youtube,Highlands Coffee Vietnam,video,2019-11-29,5384,38,0.7058,0.0,Highlands Coffee 20 Years - United By VIỆT Land Pride,1,1,100.0
1302,8ZjQsWdBVbI,youtube,Trung Nguyên Legend,video,2020-06-23,2342,38,1.6225,0.0,Cà phê năng lượng trứng gà so Trung Nguyên Legend - Đặc biệt - Khác biệt,4,1,25.0
1142,2U3aKxzqyWc,youtube,Trung Nguyên Legend,video,2023-04-24,1259,38,3.0183,0.0,Hành trình trải nghiệm Lối Sống Tỉnh Thức - Nhà sử học Dương Trung Quốc,4,2,50.0
1336,qaQH_s0WmAc,youtube,Trung Nguyên Legend,video,2019-11-18,2372,38,1.602,0.0,Hành Trình Từ Trái Tim đến với trường Cao đẳng nghề Việt Nam - Singapore,2,0,0.0
1220,WSepegX1Is0,youtube,Trung Nguyên Legend,video,2021-12-29,909,38,4.1804,0.0,MẬT MÃ THÀNH CÔNG | Đế chế Ba Tư thứ nhất - Từ bộ lạc bé nhỏ đến Đế chế hùng mạnh,2,0,0.0
1357,poaaU-dsy2M,youtube,Trung Nguyên Legend,video,2019-09-16,1273,38,2.9851,0.0,Hành trình từ Trái tim trao tặng sách quý trên quê hương Đồng Khởi,2,1,50.0
896,Q1ICYzRoIAA,youtube,Trung Nguyên Legend,video,2026-01-24,963,38,3.946,0.0,Vì sao con người không thể tách rời chính trị?,3,0,0.0
1224,rOjlKiAeRns,youtube,Trung Nguyên Legend,video,2021-12-29,1163,38,3.2674,0.0,MẬT MÃ THÀNH CÔNG | Đế quốc Tây Ban Nha - Từ gia tộc thất thế trở thành Đế quốc toàn cầu,0,0,
514,h0SZAhKpTso,youtube,Trung Nguyên Legend,video,2024-10-26,1340,37,2.7612,0.0,✨ Hướng dẫn pha chế thức uống sáng tạo Cà Phê Rang Xay I Matcha,0,0,
1221,YNzH8Czodxg,youtube,Trung Nguyên Legend,video,2021-12-29,4795,37,0.7716,0.0,MẬT MÃ THÀNH CÔNG | Đế chế Ottoman - Từ không chốn dung thân đến bá chủ thế giới,1,0,0.0
1326,KMbcDrKzqE8,youtube,Trung Nguyên Legend,video,2019-12-31,1016691,37,0.0036,0.0,Đón Tết Khác Biệt – Tết Đặc Biệt #2: Bớt say sưa - cùng gia đình và #TrungNguyenLegend vui sum họp,4,0,0.0
478,nlfKT0O-ie0,youtube,Trung Nguyên Legend,video,2025-03-13,2922,37,1.2663,0.0,☕ Trung Nguyên E-Coffee – Mô hình kinh doanh nhượng quyền cà phê thành công và đa lợi ích nhất 🎊,1,1,100.0
1096,LTEYWN93uxw,youtube,Trung Nguyên Legend,video,2023-10-24,1624,37,2.2783,0.0,CÀ PHÊ TRIẾT ĐẠO | Vai trò của cà phê trong y học cổ đại đến hiện đại,3,1,33.33
1212,MaFctij3KqI,youtube,Trung Nguyên Legend,video,2022-02-01,1454,37,2.5447,0.0,CÀ PHÊ TRIẾT ĐẠO | Hemingway và những kiệt tác văn chương viết tại quán cà phê,0,0,
1318,yQ81vCjof5s,youtube,Trung Nguyên Legend,video,2020-04-15,5042,36,0.714,0.0,Hướng dẫn pha chế Cà phê sữa đá Gừng Trung Nguyên Legend – Thêm năng lượng tăng đề kháng,1,1,100.0
1199,FrwJvyTMkLw,youtube,Trung Nguyên Legend,video,2022-06-24,2788,36,1.2912,0.0,Văn minh cà phê Thiền,3,0,0.0
1143,N7NDIg64x5g,youtube,Trung Nguyên Legend,video,2023-04-22,2011,36,1.7902,0.0,Hành trình trải nghiệm Lối Sống Tỉnh Thức - Chuyên gia kinh tế Phạm Chi Lan,1,0,0.0
148,mwtenHhplXs,youtube,Highlands Coffee Vietnam,video,2019-10-16,3296,36,1.0922,0.0,Highlands Coffee 20 Năm - Cảm ơn những Người Nông Dân,0,0,
144,OIy-YMylQmM,youtube,Highlands Coffee Vietnam,video,2019-10-25,3227,36,1.1156,0.0,Highlands Coffee 20 Năm - Cảm ơn khách hàng Highlands Coffee,0,0,
1362,AKf2Q9CN8j0,youtube,Trung Nguyên Legend,video,2019-09-11,1973,35,1.7739,0.0,Hành trình từ Trái tim chính thức khởi hành đến vùng miền Đông và Đồng bằng Sông Cửu Long,4,1,25.0
888,lbmCd4rC9-w,youtube,Trung Nguyên Legend,video,2026-03-25,961,35,3.642,0.0,Nhật ký Hành trình Từ Trái Tim: Trao sách quý đổi đời – Khơi khát vọng cho thế hệ trẻ,4,1,25.0
1107,4CgQAGxwYho,youtube,Trung Nguyên Legend,video,2023-09-27,1954,35,1.7912,0.0,Trung Nguyên Legend tham gia #WCCINDIA2023 Hội nghị và triển lãm Cà phê thế giới 2023 tại Ấn Độ,1,0,0.0
1006,tugg8-PG-5w,youtube,Trung Nguyên Legend,video,2024-11-28,1854,35,1.8878,0.0,Trung Nguyên E-Coffee - Thành Công Từ Niềm Tin Thương Hiệu.,0,0,
1175,k7sYwQIyuFY,youtube,Trung Nguyên Legend,video,2023-01-16,1773,35,1.9741,0.0,MẬT MÃ THÀNH CÔNG | Văn minh Lưỡng Hà - Bài học đoàn kết vượt lên mọi khác biệt,1,0,0.0
1401,6FXJpUbDRNI,youtube,Trung Nguyên Legend,video,2019-04-26,2172,35,1.6114,0.0,"Người Hàn Quốc ""phát cuồng"" đối với cà phê hoà tan Việt Nam G7 믹스커피를 먹은 한국인반응",0,0,
1270,G6FgVbSz4PI,youtube,Trung Nguyên Legend,video,2021-03-13,1261,35,2.7756,0.0,SINH TỐ CÀ PHÊ BƠ ĐIỀU | Năng lượng cho trái tim khỏe mạnh,6,2,33.33
1137,6VBsq03c2SI,youtube,Trung Nguyên Legend,video,2023-05-03,1915,34,1.7755,0.0,Hành trình trải nghiệm Lối Sống Tỉnh Thức - Dịch giả Trịnh Lữ,3,0,0.0
1342,FTY7yieyRCg,youtube,Trung Nguyên Legend,video,2019-09-27,1184,34,2.8716,0.0,Hành trình từ Trái Tim trao tặng sách quý cho tuổi trẻ Thành phố Cần Thơ,4,1,25.0
1279,3ihwfspniO0,youtube,Trung Nguyên Legend,video,2020-10-05,2736,34,1.2427,0.0,CÀ PHÊ DỪA | Năng lượng thanh mát từ sản vật nhiệt đới.,1,0,0.0
1271,2eVnF8V1HqA,youtube,Trung Nguyên Legend,video,2021-03-11,1630,34,2.0859,0.0,CÀ PHÊ SỮA GẠO | Báu vật của đất trời tăng cường thể chất,2,0,0.0
1267,u9CL8hdUIKw,youtube,Trung Nguyên Legend,video,2021-03-19,972,34,3.4979,0.0,COLDBREW CÓC | Công thức đề kháng và tươi trẻ cho làn da,6,2,33.33
1215,Oa8_R7D-mQs,youtube,Trung Nguyên Legend,video,2022-01-13,1029,34,3.3042,0.0,CÀ PHÊ TRIẾT ĐẠO | Cà phê thức tỉnh nhân tình - Tâm Thức Viên,5,1,20.0
1194,fzlkntAr6iU,youtube,Trung Nguyên Legend,video,2022-07-23,1149,34,2.9591,0.0,KHÁM PHÁ HỆ SẢN PHẨM LỐI SỐNG CÀ PHÊ - LỐI SỐNG THÀNH CÔNG - LỐI SỐNG TỈNH THỨC TẠI CAFÉ SHOW 2022,1,0,0.0
1166,rMQ_pinShpU,youtube,Trung Nguyên Legend,video,2023-03-02,35202,34,0.0966,0.0,Hành trình Cùng Tỉnh thức và Biết ơn | TINH HOA LỊCH SỬ CÀ PHÊ THẾ GIỚI,2,0,0.0
1056,3Len2ZfAKDM,youtube,Trung Nguyên Legend,video,2024-05-03,1193,34,2.85,0.0,CÀ PHÊ TRIẾT ĐẠO | Hàng Quán Cà Phê - Những Học Viện Tỉnh Thức,2,0,0.0
898,VkxMkxcH6LQ,youtube,Trung Nguyên Legend,video,2026-01-12,790,33,4.1772,0.0,Giải Mã Tư Duy Nhanh Và Chậm,1,0,0.0
1111,TSYfhTnD6f8,youtube,Trung Nguyên Legend,video,2023-08-31,1272,33,2.5943,0.0,CÀ PHÊ TRIẾT ĐẠO | Hàng quán cà phê trong cuộc cách mạng ‘Văn hóa hồn người’,2,0,0.0
1200,hMq0PiX9-Ms,youtube,Trung Nguyên Legend,video,2022-06-23,1173,33,2.8133,0.0,Nền văn minh cà phê Roman,2,1,50.0
1340,W3pEfe0-OmI,youtube,Trung Nguyên Legend,video,2019-11-01,2027,33,1.628,0.0,Hành Trình Từ Trái Tim đến với trường Đại học Nội vụ Hà Nội – Phân hiệu tại Tp. Hồ Chí Minh,1,0,0.0
1195,BuJsHRX_a98,youtube,Trung Nguyên Legend,video,2022-07-22,1353,33,2.439,0.0,Khám phá Hệ sản phẩm Lối Sống Cà Phê - Lối Sống Thành Công - Lối Sống Tỉnh Thức tại Café Show 2022,1,0,0.0
